"ORI","year","department_name","total_pop","homs_sum","rape_sum","rob_sum","agg_ass_sum","violent_crime","months_reported","violent_per_100k","homs_per_100k","rape_per_100k","rob_per_100k","agg_ass_per_100k","source","url"
"CA04313",1975,"San Jose",549367,40,234,887,955,2116,12,385.170569036728,7.28110716515553,42.5944769161599,161.458551387324,173.836433568088,NA,NA
"WASPD00",1975,"Seattle",503500,52,324,2103,1492,3971,12,788.679245283019,10.3277060575968,64.3495531281033,417.676266137041,296.325719960278,NA,NA
"MOSPD00",1975,"St. Louis, Mo.",569000,240,462,6288,3573,10563,12,1856.41476274165,42.1792618629174,81.195079086116,1105.09666080844,627.943760984183,NA,NA
"NY05101",1975,"Suffolk County, N.Y.",1217700,13,90,531,330,964,9,79.1656401412499,1.06758643344009,7.3909830007391,43.6067997043607,27.10027100271,NA,NA
"FL02902",1975,"Tampa, Fla.",291103,67,162,1394,1545,3168,12,1088.27459696396,23.0159084585181,55.6504055265662,478.868304345884,530.739978632992,NA,NA
"AZ01003",1975,"Tucson, Ariz.",340500,23,137,707,943,1810,12,531.571218795888,6.75477239353891,40.2349486049927,207.635829662261,276.945668135095,NA,NA
"OK07205",1975,"Tulsa, Okla.",347600,39,136,581,1012,1768,12,508.630609896433,11.2197928653625,39.1254315304948,167.146144994246,291.139240506329,NA,NA
"VA12800",1975,"Virginia Beach, Va.",217192,22,38,194,198,452,12,208.110795977752,10.1292865298906,17.496040369811,89.3218903090353,91.1635787690154,NA,NA
"DCMPD00",1975,"Washington, D.C.",716000,235,520,9137,2812,12704,12,1774.30167597765,32.8212290502793,72.6256983240224,1276.11731843575,392.737430167598,NA,NA
"KS08703",1975,"Wichita, Kan.",259240,36,53,640,408,1137,12,438.589723808054,13.8867458725505,20.4443758679216,246.875482178676,157.383119888906,NA,NA
"NM00101",1976,"Albuquerque, N.M.",292265,28,186,871,1335,2420,12,828.015670709801,9.5803466032539,63.6408738644723,298.017210408362,456.777239833713,NA,NA
"TX22001",1976,"Arlington, Texas",107470,5,30,99,140,274,12,254.954871126826,4.65246115194938,27.9147669116963,92.1187308085977,130.268912254583,NA,NA
"GAAPD00",1976,"Atlanta",457300,154,477,3380,3518,7529,12,1646.40279903783,33.675923901159,104.307894161382,739.120927181281,769.298053794008,NA,NA
"CO00101",1976,"Aurora, Colo.",132000,2,40,166,338,546,12,413.636363636364,1.51515151515152,30.3030303030303,125.757575757576,256.060606060606,NA,NA
"TX22701",1976,"Austin, Texas",284908,24,181,518,479,1202,12,421.890575203224,8.42377188425738,63.5292796271077,181.813076501888,168.12444718997,NA,NA
"MDBPD00",1976,"Baltimore",860974,200,460,7755,5776,14191,12,1648.24954063653,23.22950518831,53.427861933113,900.72406367672,670.868109838392,NA,NA
"MD00301",1976,"Baltimore County, Md.",642369,19,142,688,949,1798,12,279.901427372741,2.95780151283764,22.1056744643655,107.103549517489,147.734401878048,NA,NA
"MA01301",1976,"Boston",619437,81,392,6125,3290,9888,12,1596.28824238785,13.0763903350946,63.2832717451492,988.801121017957,531.127459289645,NA,NA
"NY01401",1976,"Buffalo, N.Y.",425101,54,202,1937,898,3091,12,727.121319404095,12.7028635547787,47.5181192234316,455.656420474193,211.243916151691,NA,NA
"NC06001",1976,"Charlotte-Mecklenburg, N.C.",274020,52,84,731,1028,1895,12,691.55536092256,18.9767170279542,30.6546967374644,266.768848989125,375.155098168017,NA,NA
"ILCPD00",1976,"Chicago",3134499,814,1179,17577,11070,30640,12,977.508686396135,25.969062360524,37.6136664902429,560.759470652248,353.166486893121,NA,NA
"OHCIP00",1976,"Cincinnati",427045,56,263,1525,1617,3461,12,810.453230924142,13.1133721270592,61.5860155252959,357.105223102952,378.648620168835,NA,NA
"OHCLP00",1976,"Cleveland",642298,236,498,5453,2309,8496,12,1322.75049898957,36.7430694163768,77.5341041074392,848.982870879249,359.4904545865,NA,NA
"OHCOP00",1976,"Columbus, Ohio",595500,53,328,1921,985,3287,12,551.973131821998,8.90008396305626,55.0797649034425,322.586062132662,165.407220822838,NA,NA
"TXDPD00",1976,"Dallas",888450,230,591,3113,3310,7244,12,815.352580336541,25.8877820924081,66.5203444200574,350.385502842028,372.558950982047,NA,NA
"CODPD00",1976,"Denver",523676,86,383,2042,1596,4107,12,784.263552272779,16.4223680290867,73.1368250597698,389.935761806919,304.768597377004,NA,NA
"MI82349",1976,"Detroit",1334100,663,1230,21213,6593,29699,12,2226.14496664418,49.6964245558804,92.1969867326287,1590.06071508882,494.190840266847,NA,NA
"TX07102",1976,"El Paso, Texas",361413,25,118,792,638,1573,12,435.236142584799,6.91729406523838,32.6496279879252,219.139875986752,176.529344544884,NA,NA
"VA02901",1976,"Fairfax County, Va.",524272,17,84,337,270,708,12,135.044404431288,3.2425916318247,16.0222174748985,64.2796105838191,51.4999847407453,NA,NA
"TX22012",1976,"Fort Worth, Texas",364302,70,174,985,503,1732,12,475.429725886764,19.2148272587029,47.7625706144902,270.380069283177,138.072258730394,NA,NA
"CA01005",1976,"Fresno, Calif.",177900,28,55,723,461,1267,12,712.197863968522,15.7391793142215,30.9162450815065,406.408094435076,259.134345137718,NA,NA
"HI00200",1976,"Honolulu",718424,40,164,1112,380,1696,12,236.072291571551,5.56774272574413,22.8277451755509,154.783247775687,52.8935558945692,NA,NA
"TXHPD00",1976,"Houston",1477000,321,690,5531,1503,8045,12,544.685172647258,21.7332430602573,46.716316858497,374.47528774543,101.760324983074,NA,NA
"INIPD00",1976,"Indianapolis",494730,68,347,2366,1363,4144,12,837.628605501991,13.7448709397045,70.139267883492,478.240656519718,275.503810159077,NA,NA
"FL01602",1976,"Jacksonville, Fla.",543839,90,279,1558,2516,4443,12,816.969728173228,16.5490154255212,51.3019478191156,286.481844810688,462.636920117903,NA,NA
"MOKPD00",1976,"Kansas City, Mo.",488012,95,350,2410,2723,5578,12,1143.00468021278,19.4667344245633,71.7195478799702,493.84031540208,557.978082506168,NA,NA
"NV00201",1976,"Las Vegas",265347,35,151,1276,1011,2473,12,931.987171515035,13.1902753752633,56.9066166189932,480.879753681029,381.010525839749,NA,NA
"CA01941",1976,"Long Beach, Calif.",340900,69,200,1703,978,2950,12,865.356409504253,20.2405397477266,58.6682311528307,499.559988266354,286.887650337342,NA,NA
"CA01942",1976,"Los Angeles",2739100,501,2047,14225,15187,31960,12,1166.8066153116,18.2906794202475,74.732576393706,519.331167171699,554.452192325946,NA,NA
"CA01900",1976,"Los Angeles County, Calif.",1027865,155,564,2723,6662,10104,12,983.008469011008,15.0798013357785,54.8710190540587,264.918058305322,648.139590315849,NA,NA
"KY05680",1976,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TNMPD00",1976,"Memphis, Tenn.",649819,113,472,2429,1766,4780,12,735.589448754192,17.3894576797539,72.635610839326,373.796395611701,271.76798462341,NA,NA
"AZ00717",1976,"Mesa, Ariz.",100763,5,15,89,202,311,12,308.645038357334,4.96213888034298,14.8864166410289,88.3260720701051,200.470410765857,NA,NA
"FL01306",1976,"Miami",338721,84,145,2313,2630,5172,12,1526.92038580425,24.7991709991409,42.8080927961361,682.862887154915,776.450234854054,NA,NA
"FL01300",1976,"Miami-Dade County, Fla.",649499,70,216,1939,4562,6787,12,1044.95926860549,10.7775377637225,33.2564022423437,298.537796055113,702.387532544315,NA,NA
"WIMPD00",1976,"Milwaukee",652517,57,168,1621,846,2692,12,412.556301215141,8.73540459482282,25.7464556478988,248.422646459786,129.651794512633,NA,NA
"MN02711",1976,"Minneapolis",397421,27,300,1407,1220,2954,12,743.292377604606,6.7938030451335,75.4867005014833,354.032625351957,306.979248706032,NA,NA
"MD01604",1976,"Montgomery County, Md.",480055,26,85,564,257,932,12,194.144420951766,5.41604607805356,17.7063044859443,117.486538000854,53.535532386914,NA,NA
"TN01901",1976,"Nashville, Tenn.",445979,74,129,1722,906,2831,12,634.783252126221,16.5927095221972,28.9251287616682,386.116835097617,203.148578744739,NA,NA
"NY02900",1976,"Nassau County, N.Y.",1053093,20,23,659,185,887,12,84.2280786217362,1.89916749992641,2.18404262491537,62.5775691225751,17.5672993743193,NA,NA
NA,1976,"National",NA,18780,NA,NA,NA,1004210,NA,467.8,8.7,NA,NA,NA,NA,NA
"LANPD00",1976,"New Orleans",557327,170,264,2600,1776,4810,12,863.048084876563,30.5027389665313,47.3689593362604,466.512478311655,318.663908262115,NA,NA
"NY03030",1976,"New York City",7530493,1622,3400,86183,42948,134153,12,1781.46371027767,21.5390944523818,45.1497664229951,1144.45362342147,570.321225980822,NA,NA
"NJNPD00",1976,"Newark, N.J.",367886,99,323,3834,2309,6565,12,1784.52020462861,26.9105103211321,87.7989377144007,1042.17067243657,627.640084156505,NA,NA
"CA00109",1976,"Oakland, Calif.",333100,98,309,2894,2213,5514,12,1655.35875112579,29.4205944160913,92.7649354548184,868.808165716001,664.365055538877,NA,NA
"OK05506",1976,"Oklahoma City",376522,36,228,770,1326,2360,12,626.789404072006,9.56119429940349,60.5542305628888,204.503322515019,352.170656694695,NA,NA
"NB02802",1976,"Omaha, Neb.",388592,19,193,788,1008,2008,12,516.73734919916,4.88944702927492,49.66648824474,202.783382056244,259.398031868901,NA,NA
"FL04804",1976,"Orlando, Fla.",116848,17,98,327,676,1118,12,956.798575927701,14.5488155552513,83.869642612625,279.850746268657,578.529371491168,NA,NA
"PAPEP00",1976,"Philadelphia",1916665,338,764,7786,4225,13113,12,684.157116658362,17.6347979433026,39.8609042268732,406.226440196904,220.434974291282,NA,NA
"AZ00723",1976,"Phoenix",669005,53,240,1485,2078,3856,12,576.378352927108,7.92221283846907,35.8741713440109,221.971435191067,310.610533553561,NA,NA
"PAPPD00",1976,"Pittsburgh",487106,62,287,2419,1853,4621,12,948.664151129323,12.7282357433495,58.9194138442146,496.606488115523,380.410013426236,NA,NA
"OR02602",1976,"Portland, Ore.",379818,39,322,1913,2030,4304,12,1133.17430980101,10.2680757626021,84.7774460399454,503.662280355328,534.466507643134,NA,NA
"MD01721",1976,"Prince George's County, Md.",578318,37,280,1941,1611,3869,12,669.009091883704,6.39786415086509,48.4162692497899,335.628495049436,278.566463433613,NA,NA
"NC09201",1976,"Raleigh, N.C.",148093,11,29,138,353,531,12,358.55847339172,7.42776498551586,19.5822895072691,93.184688000108,238.363730898827,NA,NA
"CA03404",1976,"Sacramento, Calif.",260700,52,192,1187,1368,2799,12,1073.64787111623,19.9462984273111,73.6478711162255,455.312619869582,524.741081703107,NA,NA
"UT01803",1976,"Salt Lake City",175400,11,102,482,364,959,12,546.750285062714,6.27137970353478,58.1527936145952,274.800456100342,207.525655644242,NA,NA
"TXSPD00",1976,"San Antonio",753069,119,263,1262,1641,3285,12,436.215008186501,15.8020048627682,34.9237586462861,167.580925519441,217.908319158005,NA,NA
"CA03711",1976,"San Diego",773400,59,233,2271,1555,4118,12,532.454098784588,7.62865270235324,30.1267132143781,293.638479441427,201.060253426429,NA,NA
"CA03801",1976,"San Francisco",665000,130,619,6628,3379,10756,12,1617.44360902256,19.5488721804511,93.0827067669173,996.691729323308,508.12030075188,NA,NA
"CA04313",1976,"San Jose",557700,37,296,967,1223,2523,12,452.393760086068,6.63439124977587,53.0751299982069,173.39071185225,219.293526985835,NA,NA
"WASPD00",1976,"Seattle",503500,42,322,2163,1601,4128,12,819.860973187686,8.3416087388282,63.9523336643496,429.592850049652,317.974180734856,NA,NA
"MOSPD00",1976,"St. Louis, Mo.",534206,182,489,5303,3600,9574,12,1792.192524981,34.0692541828433,91.5377214033538,992.68821390999,673.897335484813,NA,NA
"NY05101",1976,"Suffolk County, N.Y.",1177192,34,126,979,671,1810,12,153.755716994339,2.88822893801521,10.7034366526446,83.1640038328497,57.0000475708296,NA,NA
"FL02902",1976,"Tampa, Fla.",274568,42,162,1025,1706,2935,12,1068.95195361441,15.2967570874975,59.0017773374902,373.313714635354,621.339704554063,NA,NA
"AZ01003",1976,"Tucson, Ariz.",340927,24,136,554,750,1464,12,429.417441270419,7.03963018476096,39.8912377136454,162.498130098232,219.98844327378,NA,NA
"OK07205",1976,"Tulsa, Okla.",349516,27,131,392,1197,1747,12,499.834056237769,7.72496824179723,37.4804014694606,112.1550944735,342.47359205301,NA,NA
"VA12800",1976,"Virginia Beach, Va.",216176,12,59,157,253,481,12,222.503885722744,5.55103249204352,27.292576419214,72.6260084375694,117.034268373918,NA,NA
"DCMPD00",1976,"Washington, D.C.",702000,188,508,7044,2659,10399,12,1481.33903133903,26.7806267806268,72.3646723646724,1003.4188034188,378.774928774929,NA,NA
"KS08703",1976,"Wichita, Kan.",256455,19,111,514,470,1114,12,434.384199957107,7.40870718059699,43.2824472129613,200.425025832992,183.268019730557,NA,NA
"NM00101",1977,"Albuquerque, N.M.",292341,31,207,754,1398,2390,12,817.538422595531,10.6040548537496,70.8077211201987,257.917979346038,478.208667275545,NA,NA
"TX22001",1977,"Arlington, Texas",112994,4,34,85,266,389,12,344.266067224808,3.54001097403402,30.0900932792892,75.2252331982229,235.410729773262,NA,NA
"GAAPD00",1977,"Atlanta",440300,138,510,3354,3593,7595,12,1724.96025437202,31.3422666363843,115.830115830116,761.753349988644,816.034521916875,NA,NA
"CO00101",1977,"Aurora, Colo.",137200,3,42,166,374,585,12,426.384839650146,2.1865889212828,30.6122448979592,120.991253644315,272.594752186589,NA,NA
"TX22701",1977,"Austin, Texas",321900,33,187,512,528,1260,12,391.425908667288,10.2516309412861,58.0925753339546,159.055607331469,164.026095060578,NA,NA
"MDBPD00",1977,"Baltimore",827494,171,499,7563,6050,14283,12,1726.05481127356,20.6648024034011,60.3025520426734,913.964330859197,731.123125968285,NA,NA
"MD00301",1977,"Baltimore County, Md.",643363,22,162,717,3109,4010,12,623.287319911154,3.41953143093401,25.1801859914232,111.445637999077,483.24196448972,NA,NA
"MA01301",1977,"Boston",619321,75,408,5655,3284,9422,12,1521.34353590464,12.1100366368975,65.8785993047224,913.096762422072,530.258137540952,NA,NA
"NY01401",1977,"Buffalo, N.Y.",415352,45,236,1822,1842,3945,12,949.796798859762,10.8341840174117,56.8192761802038,438.66407288276,443.479265779387,NA,NA
"NC06001",1977,"Charlotte-Mecklenburg, N.C.",262314,47,119,614,1465,2245,12,855.844522213835,17.9174577033631,45.3654780148982,234.070617656702,558.490968838873,NA,NA
"ILCPD00",1977,"Chicago",3086806,823,1227,16512,10311,28873,12,935.368144288951,26.6618634277632,39.7498255478316,534.921857739035,334.034597574321,NA,NA
"OHCIP00",1977,"Cincinnati",423671,72,291,1625,1451,3439,12,811.714750360539,16.9943187048441,68.6853714320782,383.552331880162,342.482728343455,NA,NA
"OHCLP00",1977,"Cleveland",638793,249,508,6466,2198,9421,12,1474.81265449058,38.9797633975325,79.5249791403475,1012.22148645962,344.086425493078,NA,NA
"OHCOP00",1977,"Columbus, Ohio",568800,69,331,1752,1086,3238,12,569.268635724332,12.1308016877637,58.1926863572433,308.016877637131,190.928270042194,NA,NA
"TXDPD00",1977,"Dallas",873700,224,637,3637,4401,8899,12,1018.54183358132,25.6380908778757,72.908320933959,416.275609476937,503.719812292549,NA,NA
"CODPD00",1977,"Denver",520200,73,466,2488,2005,5032,12,967.320261437908,14.0330642060746,89.5809304113802,478.277585544022,385.428681276432,NA,NA
"MI82349",1977,"Detroit",1316352,479,1277,15832,6482,24070,12,1828.53826332166,36.3884432127577,97.0105260598989,1202.71781408012,492.421479968884,NA,NA
"TX07102",1977,"El Paso, Texas",386000,32,107,824,597,1560,12,404.145077720207,8.29015544041451,27.720207253886,213.471502590674,154.663212435233,NA,NA
"VA02901",1977,"Fairfax County, Va.",517610,13,89,419,320,841,12,162.477541005777,2.51154344004173,17.1944127818242,80.9489770290373,61.8226077548734,NA,NA
"TX22012",1977,"Fort Worth, Texas",383028,102,208,1132,1119,2561,12,668.619526509811,26.6299069519722,54.3041239804923,295.539751663064,292.145743914283,NA,NA
"CA01005",1977,"Fresno, Calif.",182629,52,71,958,592,1673,12,916.064808984334,28.4730245470325,38.8766296699867,524.560721462637,324.154433304678,NA,NA
"HI00200",1977,"Honolulu",721983,46,176,1081,357,1660,12,229.922311190153,6.37134115346206,24.3773052828114,149.726517106358,49.4471476475208,NA,NA
"TXHPD00",1977,"Houston",1613303,376,965,6153,1810,9304,12,576.705057884353,23.306223319488,59.8151742109201,381.391468310665,112.19219204328,NA,NA
"INIPD00",1977,"Indianapolis",509000,80,346,2139,1220,3785,12,743.614931237721,15.7170923379175,67.9764243614931,420.235756385069,239.685658153242,NA,NA
"FL01602",1977,"Jacksonville, Fla.",528698,77,299,1466,2329,4171,12,788.919193944369,14.5640800608287,56.5540251712698,277.284952846427,440.516135865844,NA,NA
"MOKPD00",1977,"Kansas City, Mo.",492055,97,325,2326,2868,5616,12,1141.33582627958,19.7132434382335,66.0495269837721,472.711383890012,582.861671967565,NA,NA
"NV00201",1977,"Las Vegas",279791,59,183,1419,1068,2729,12,975.370901851739,21.0871686365895,65.4059637372181,507.164276191872,381.71349328606,NA,NA
"CA01941",1977,"Long Beach, Calif.",346662,75,226,1996,1094,3391,12,978.186244814834,21.634906623743,65.193185292879,575.776981613214,315.581171284998,NA,NA
"CA01942",1977,"Los Angeles",2785393,576,2339,15246,15515,33676,12,1209.02149176077,20.6793080904562,83.9737875409323,547.355436019262,557.012960110117,NA,NA
"CA01900",1977,"Los Angeles County, Calif.",1040180,173,631,2963,6822,10589,12,1017.99688515449,16.6317368147821,60.6625776307947,284.854544405776,655.84802630314,NA,NA
"KY05680",1977,"Louisville, Ky.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TNMPD00",1977,"Memphis, Tenn.",667150,105,581,2749,1796,5231,12,784.08154088286,15.7385895225961,87.0868620250319,412.051262834445,269.204826500787,NA,NA
"AZ00717",1977,"Mesa, Ariz.",116400,4,34,83,264,385,12,330.756013745704,3.43642611683849,29.2096219931271,71.3058419243986,226.80412371134,NA,NA
"FL01306",1977,"Miami",333713,84,178,2447,2637,5346,12,1601.97535007626,25.1713298552948,53.3392465981247,733.264811379838,790.199962243005,NA,NA
"FL01300",1977,"Miami-Dade County, Fla.",657954,90,277,2161,4676,7204,12,1094.9093705639,13.6787678165951,42.1002076132982,328.442413907355,710.687981226651,NA,NA
